Name,Day,Time,Video,Desc,Categories,Email,Phone,Time_dt,Time_del,Label_Audio,Label_Open,Label_Video,Label_Forum,Label_Big Book,Label_Discussion,Label_Speaker,Label_Closed,Label_Telephone,Label_Women,Label_Loners / Isolationists,Label_Chat,Label_LGBTQIAA+,Label_Young People,Label_Men,Label_Secular,Label_Steps / Traditions,Label_Game,Label_Blind / Visually Impaired,Label_Deaf / Hard of Hearing,Label_Email,Label_Professionals,Label_Meditation,Label_Seniors,Label_Newcomer,Label_24/7,Zoom
GUSU 2 Get up Shut Up,Wednesday,9:00 am,https://us02web.zoom.us/j/4248226111,On-Line Meeting link https://us02web.zoom.us/j/4248226111,"Open,Video",gusuism@gmail.com,,09:00:00,0 days 09:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Harlem Sober,Wednesday,9:00 am,https://zoom.us/j/246420189,Meeting ID: 246 420 189,"Audio,Closed,Video",District620meeting@gmail.com,,09:00:00,0 days 09:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nameless Bunch of Drunks International,Wednesday,9:00 am,https://us02web.zoom.us/j/95067692981,"We were started by a group of drunks around Seattle, WA in February of 2020.  No password required - waiting room enabled.","Audio,Discussion,Open,Video",,12532158782,09:00:00,0 days 09:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Naples Men's Stag,Wednesday,9:00 am,https://us02web.zoom.us/j/8549560860,Tuesday and Sundays BIg Book studies are from the 4th Addition,"Audio,Big Book,Closed,Discussion,Men,Telephone,Video",Naplesmen@gmail.com,,09:00:00,0 days 09:00:00.000000000,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Salerno Beach Head Crew,Wednesday,9:00 am,https://us02web.zoom.us/j/6720988037?pwd=q0vzms8rdlvgbfznu252rtv3ngpwqt09,Password: 889464,"Big Book,Discussion,Open,Speaker,Video",salernobeachhead10am@gmail.com,,09:00:00,0 days 09:00:00.000000000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Serenity Circle,Wednesday,9:00 am,https://us04web.zoom.us/j/904646389,"Location: We originate from Temecula, California (in SoCal)","Audio,Open,Video",,,09:00:00,0 days 09:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sober Women United,Wednesday,9:00 am,,"We are a fellowship of women who meet Monday, Wednesday, and Friday at 9:30 am EST. Our format includes 10 minutes of meditation followed by discussion of readings from either Daily Reflections, the Big Book, 12 & 12, other AA approved literature, The 24 Hour and Day Book, and topics. Call (605) 313-5974, Access Code 569562#","Audio,Closed,Telephone,Women",soberwomenunited@gmail.com,"6053135974,,569562#",09:00:00,0 days 09:00:00.000000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SPIRIT of the Universe ~,Wednesday,9:00 am,https://us02web.zoom.us/j/7725404263,"Zoom Passcode, if any: 123123","Big Book,Discussion,Speaker,Video",spiritoftheuniverse7@gmail.com,7052421130,09:00:00,0 days 09:00:00.000000000,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
The Awakenings Group,Wednesday,9:00 am,https://us02web.zoom.us/j/5406455899,"Zoom Passcode, if any: 449417","Big Book,Open,Video",awakenings9am@gmail.com,,09:00:00,0 days 09:00:00.000000000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Wake Up World Wide,Wednesday,9:00 am,http://zoom.us/j/4830135601,Password: 1111111,"Audio,Open,Video",,,09:00:00,0 days 09:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Waldport- Easy Does It,Wednesday,9:00 am,https://us02web.zoom.us/j/483748921,Open discussion,"Discussion,Open,Video",plantsaremylife@outlook.com,,09:00:00,0 days 09:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Agneswater Literature Study 12.30 am Daily,Wednesday,9:30 am,https://us02web.zoom.us/j/8983968244?pwd=bwc4etlhv3rdvnzsdudtvitadvc0qt09,"Zoom Passcode, if any: billw","Audio,Big Book,Discussion,Open,Video",jlynch1967@hotmail.com,0435256092,09:30:00,0 days 09:30:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Recovery Journey,Wednesday,9:30 am,http://secondlife.com/,barbara.j.knight@gmail.com,"Chat,Game,Open",barbara.j.knight@gmail.com,,09:30:00,0 days 09:30:00.000000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Start Your Day Right,Wednesday,9:30 am,https://us04web.zoom.us/s/634162817,The in person meeting has resumed at the Vet Center in Santa Barbara.,"Audio,Open,Video",sydr.sbaa@gmail.com,,09:30:00,0 days 09:30:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AMAA (a.m. AA),Wednesday,10:00 am,https://us02web.zoom.us/j/223055650?pwd=bflnnhfiamz5wcsry0qymfurs0flut09,,"Open,Video",,,10:00:00,0 days 10:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
An Alcoholic Like Me,Wednesday,10:00 am,,the AA Big Book and share. Passcode 306633#,"Big Book,Closed,Discussion,Telephone",,6053134434,10:00:00,0 days 10:00:00.000000000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Eastern Connecticut Sober Friends Morning,Wednesday,10:00 am,https://us02web.zoom.us/j/726895753,"A daily Zoom meeting that reads and shares about the Daily Reflection. Open to all; everyone is welcome to attend. Meets at 11am EST daily, 7days a week, 1hr. No Password required; Waiting Room enabled","Open,Video",easternctsoberfriends@gmail.com,,10:00:00,0 days 10:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Put A Little Gratitude In Your Atttitude: Rotating Step / Speaker Meeting,Wednesday,10:00 am,https://us02web.zoom.us/j/820704579,Please email for Passcode. We meet everyday at 11AM EST / 8AM PST,"Chat,LGBTQIAA+,Speaker,Video",gratitude.attitude.group@gmail.com,,10:00:00,0 days 10:00:00.000000000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
TRANS Everywhere,Wednesday,10:00 am,https://zoom.us/j/5681212301,"Web Site, if any: https://transmeetingnyc.mailchimpsites.com/","Chat,Closed,LGBTQIAA+,Telephone,Video",transaagroupnyc@gmail.com,19292056099,10:00:00,0 days 10:00:00.000000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
We stand together AA Big Book,Wednesday,10:00 am,https://aaa-197.my.webex.com/aaa-197.my/j.php?mtid=md500d1c919e91a16499ea6089e10ca4e,We meet for 1 hour Monday through Saturday 11am we take turns reading from the big book for the first 30 minutes  then we open up the meeting for shares about what we read or what we are experiencing in our sobriety.  We use webex for the virtual meetings.,"Audio,Big Book,Closed,Video",aawestandtogether@gmail.com,14156550001,10:00:00,0 days 10:00:00.000000000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
What's Great?!,Wednesday,10:00 am,https://us02web.zoom.us/j/865805045,"Public Email Contact, if any: anon4zoom@gmail.com","Audio,Closed,Video,Women",anon4zoom@gmail.com,,10:00:00,0 days 10:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
DR North Coast Wed. Discussion,Wednesday,10:30 am,https://zoom.us/j/859443748,"Zoom Passcode, if any: AAZoom123","Audio,Big Book,Closed,Video",drnorthcoast@yahoo.com,,10:30:00,0 days 10:30:00.000000000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Global Ladies AA Meeting,Wednesday,10:30 am,,Password: 2020aa,"Audio,Open,Video,Women",GlobalLadiesAAMeeting@gmail.com,,10:30:00,0 days 10:30:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Global Men's Meditation,Wednesday,10:30 am,https://us02web.zoom.us/j/117348350?pwd=ac8wd0tadtlptvpqqwfmwvz1ou1odz09,Public Email Contact: kkcbmeetings@gmail.com,"Audio,Closed,Men,Video",globalmensmeditation@gmail.com,,10:30:00,0 days 10:30:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Just Before Noon,Wednesday,10:30 am,https://us02web.zoom.us/j/78774014658,●    Friday- Open Celebration Meeting,"Big Book,Discussion,Open,Speaker,Video",justbeforenoon@gmail.com,,10:30:00,0 days 10:30:00.000000000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sioux Falls Southside,Wednesday,10:30 am,https://zoom.us/j/631656365,"Public Email Contact, if any: harleymom10000@gmail.com","Big Book,Closed,Seniors,Video",harleymom10000@gmail.com,,10:30:00,0 days 10:30:00.000000000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
@12noon Key West AA Meeting,Wednesday,11:00 am,https://us02web.zoom.us/j/87881197485?pwd=bwrmzviznxk0sdhyvmnctjdbz2hfqt09,Find your local number: https://us02web.zoom.us/u/kyg0gsOXj,"Audio,Closed,Telephone,Video",kw12noongroup@gmail.com,"13017158592,,164662",11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"1 Online 12 Step Recovery AA Newcomer Open Share 
(No Rules - Just Our Primary Purpose)",Wednesday,11:00 am,https://zoom.com/j/3117908992,PASSWORD IS 13 IF REQUIRED,"Audio,Discussion,Open,Video",online12steprecovery.com@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
164 and Beyond - Online Meeting,Wednesday,11:00 am,https://zoom.us/j/6775677559,Zoom Meeting ID: 677 567 7559,"Closed,Video",remotecommunities40@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"1AA No Rules, Just Our Primary Purpose (Noon)",Wednesday,11:00 am,https://zoom.us/j/3117908992,Password: 13,"Audio,Open,Telephone,Video",casdorphd@gmail.com,"13462487799,,,,311790 8992#",11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
A New Start,Wednesday,11:00 am,https://us02web.zoom.us/j/86849321015,"No password is needed to join this meeting. You will enter a waiting room, and the chairperson will admit you.","Audio,Closed,Discussion,Video",newstartzoom@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
A Night Owl Group in Saint Augustine Fl,Wednesday,11:00 am,https://us04web.zoom.us/j/5202330977,"**if you need a password to get in, it is     192928","Audio,Open,Video",joustdaddy@yahoo.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
A secular meditation meeting,Wednesday,11:00 am,https://us02web.zoom.us/j/82873883622?pwd=eedivu1kahhzvgd0dghwmmu1cmm4ut09,"Zoom Passcode, if any: 424242","Discussion,Open,Secular,Video",secularmeditation.aa@gmail.com,16699006833,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AA in Amman Online Meetings,Wednesday,11:00 am,https://us02web.zoom.us/j/83991745067,"Zoom Passcode, if any: 681447","Discussion,Speaker,Video",aysha@aainamman.org,,11:00:00,0 days 11:00:00.000000000,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AA Jaywalkers,Wednesday,11:00 am,https://zoom.us/u/a0ok2pu92,"This is an open Big Book study meeting on Wednesdays at 8 pm EST on Zoom. Our format is that each meeting has two leads who read the Big Book line by line, sharing their experience, strength and hope throughout. At half past the hour the meeting is open for discussion on the reading. In observance of the third tradition, ""the only requirement for A.A. membership is a desire to stop drinking,"" please keep shares relating to alcoholism. Everyone is free to join the meeting 15 minutes before the start and chat afterwards.","Audio,Open,Telephone,Video",11jaywalkers@gmail.com,"19292056099,,971369685#",11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AA Meeting Online,Wednesday,11:00 am,http://www.aameetingonline.com,Dial: 1-224-501-3412 and when prompted to enter Meeting Id# 445-854-373,"Audio,Closed,Telephone,Video",bill@aameetingonline.com,"12245013412,,445-854-373",11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
AA Recovery Online Meetings,Wednesday,11:00 am,https://us02web.zoom.us/j/4768760583?pwd=wvywdgnjrzvsumi1vwrgouhozfpyut09,"Web Site, if any: http://www.aarecoveryonlinemeetings.com","Big Book,Closed,Discussion,Speaker,Video",aarecoveryonlinemeetings@gmail.com,523221469354,11:00:00,0 days 11:00:00.000000000,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Back Porch International,Wednesday,11:00 am,https://us02web.zoom.us/j/301333449,All meetings have a discussion portion after the lead.,"Discussion,Open,Speaker,Video",backporchint@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Belmar Noon Refugees,Wednesday,11:00 am,https://zoom.us/j/9049564909,Topic Varies. Waiting room enabled.,"Open,Video",belmarnoonrefugees@gmail.com,9292056099,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Bookshop-Statler Speaker Discussion Meeting,Wednesday,11:00 am,https://zoom.us/j/95277488159,"No passcode required, waiting room enabled.","Closed,Discussion,Speaker,Video",bookshopstatler@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Daily Reprieve,Wednesday,11:00 am,https://zoom.us/j/130788176,Email for Password: Familykrow1@yahoo.com,"Audio,Discussion,Open,Telephone,Video",,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
F.O.T.H.L.I.,Wednesday,11:00 am,http://freeconferencecall.com,Tech savy AAs can download the freeconferencecall.com app and use their data/wifi.,"Audio,Telephone",f.o.t.h.l.i159@gmail.com,5089241277,11:00:00,0 days 11:00:00.000000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harmony Group,Wednesday,11:00 am,https://us02web.zoom.us/j/8052348624,"Harmony Group online A.A. Zoom meetings - based in San Luis Obispo, California","Audio,Discussion,Open,Telephone,Video",harmonygroupslo@gmail.com,14157629988,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
HIGH NOON GROUP,Wednesday,11:00 am,https://zoom.us/j/4742422099,"Zoom Passcode, if any: 588 397","Discussion,Open,Speaker,Video",HIGHNOON43140@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ithaca, NY Noon Brownbaggers",Wednesday,11:00 am,https://zoom.us/j/4013485321,REQUIRES PASSWORD. EMAIL noonbrownbaggers@gmail.com FOR ACCESS,"Audio,Big Book,Closed,Steps / Traditions,Video",noonbrownbaggers@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Kissimmee Downtown Online Group KDOG,Wednesday,11:00 am,https://us04web.zoom.us/j/626000773,Meeting Access Code: 626000773,"Open,Video",kissimmeeaa@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Lunch Bunch Group  & Breakfast Bunch - Greeneville, TN",Wednesday,11:00 am,https://zoom.us/j/114160580,Zoom Id#114160580,"Big Book,Discussion,Open",glennkharley@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Misfits Meeting,Wednesday,11:00 am,https://us02web.zoom.us/j/6711705329,Open Discussion No passcode required waiting room enabled.,"Audio,Discussion,Open,Telephone,Video",misfitsmeeting@gmail.com,6711705329,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Noon Meeting Cromwell,Wednesday,11:00 am,https://zoom.us/j/135791515,"Public Email Contact, if any: cromwellnoonaa@gmail.com","Audio,Discussion,Open,Speaker,Video",cromwellnoonaa@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Noon Meeting Cromwell CT,Wednesday,11:00 am,https://us02web.zoom.us/j/135791515,"Public Email Contact, if any: cromwellnoonaa@gmail.com","Big Book,Discussion,Open,Speaker,Video",cromwellnoonaa@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Noon Step Meeting,Wednesday,11:00 am,https://zoom.us/j/7674659726,We have a speaker on the step of the day and then we break into small groups for more in-depth discussion.,"Audio,Open,Telephone,Video",beacongroup164@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nooner,Wednesday,11:00 am,https://us02web.zoom.us/j/633923020?pwd=uznsngu1dctebdh2ne02tfzmcnprqt09,"Zoom Passcode, if any: 787917","Audio,Big Book,Closed,Discussion,Video",nooner164@outlook.com,16473744685,11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
NYC/Oxford Exchange,Wednesday,11:00 am,,Email for meeting information: oxfordnycexchangemeeting@Gmail.com,"Audio,Big Book,Open,Telephone,Video",oxfordnycexchangemeeting@Gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
O.D.A.A.T.,Wednesday,11:00 am,http://indianriveraa.org,Zoom ID 998 7512 9964 pw 63228,"Audio,Open,Speaker,Video",indianriveraa@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
One Day at a Time in CNY Woman's Meeting,Wednesday,11:00 am,https://us02web.zoom.us/j/4594794411,Meeting ID: 459 479 4411 Passcode: 731508,"Audio,Discussion,Video,Women",,"19294362866,,,,4594794411#",11:00:00,0 days 11:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Open Arms Group of A.A.,Wednesday,11:00 am,https://us02web.zoom.us/j/872903800,Email for Password: openarmsaa2020@gmail.com,"Audio,Big Book,Open,Speaker,Video",openarmsaa2020@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Open Arms Group of AA,Wednesday,11:00 am,https://us02web.zoom.us/j/872903800,"Meeting Access Code, if any: 872 903 800","Audio,Big Book,Open,Speaker,Telephone,Video",openarmsaa2020@gmail.com,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Pied Piper Online,Wednesday,11:00 am,https://us02web.zoom.us/j/6607166941,Zoom ID: 660 716 6941,"Open,Video",onlinepiedpiper@gmail.com,,11:00:00,0 days 11:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Rad Creatives in AA,Wednesday,11:00 am,https://us02web.zoom.us/j/87343250731?pwd=rzvrzvjrumzkztk2wkniblnoyxbydz09,"Directors, producers, writers, actors and all in creative fields.  No password needed.","Audio,Open,Video",,,11:00:00,0 days 11:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
