Name,Day,Time,Video,Desc,Categories,Email,Phone
Moral Inventory,Tuesday,10:00 pm,,This meeting works well for travelers and the two separate meetings in one day allow for room to mindfully meditate inbetween. There is no leader at this meeting.,"Audio,Closed,Telephone,Tuesday",maryheal33@gmail.com,"6417150861,,550593"
Night crawlersyqr,Tuesday,10:00 pm,https://us02web.zoom.us/j/87459913300?pwd=N3NSdnh0aHRsdG1OdmMxUXR6Mko2Zz09,Zoom Passcode: 054080,"Audio,Big Book,Discussion,Open,Tuesday,Video",nightcrawlersyqr@gmail.com,
Open Door Beginners,Tuesday,10:00 pm,https://zoom.us/j/187451918?pwd=M1huM3VYNUllOXFmMGxkaU0zR2k2UT09,"Meeting Access Code, if any: 121212","Audio,Discussion,Open,Speaker,Tuesday,Video",freedom-fellowship-group@googlegroups.com,16699009128187451918
Recovery Journey,Tuesday,10:00 pm,http://secondlife.com/,barbara.j.knight@gmail.com,"Chat,Game,Open,Tuesday",barbara.j.knight@gmail.com,
Serenity Lives Matter,Tuesday,10:00 pm,https://us02web.zoom.us/j/8642019585,OPEN ALCOHOLICS ANONYMOUS MEETING ON BEGINNERS TOPIC SEVEN DAYS A WEEK.,"Audio,Chat,Open,Tuesday,Video",sober.nights.nyc@gmail.com,
Spiritual Push-ups,Tuesday,10:00 pm,https://us02web.zoom.us/j/77828179234?pwd=L3lJMlJtV0R1K1VNRCtabUV6aDIyQT09,"Join us for a weekly women's meeting on Tuesday evenings at 8:00 pm pacific time. The meeting starts with a 5-minute silent meditation, followed by a speaker and topic discussion.  No passcode required, waiting room enabled.","Closed,Discussion,Speaker,Tuesday,Video,Women",spiritualpushups@gmail.com,
The PPG Bay Area Big Book Study,Tuesday,10:00 pm,https://us02web.zoom.us/j/84670568303,"Public Email Contact, if any: picpceastbay@gmail.com","Audio,Big Book,Open,Telephone,Tuesday,Video",picpceastbay@gmail.com,"16699009128,,122087199#"
The Rose Meeting,Tuesday,10:00 pm,https://zoom.us/j/91181309135?pwd=UE5iNUZ5UlpHOHpnS25wZk5STjFDdz09,"Zoom Passcode, if any: ROSE","Closed,Discussion,Tuesday,Video,Women",therosemeeting@gmail.com,7605193511
THERE IS A SOLUTION,Tuesday,10:00 pm,https://zoom.us/j/251046515,"Zoom Passcode, if any: 031509","Big Book,Discussion,Open,Speaker,Tuesday,Video",thereisasolutionaa1@gmail.com,6465687788
Waitsburg AA,Tuesday,10:00 pm,https://zoom.us/j/488421504?pwd=SkJodFhjZHJBdHh0TEhlRkl0UGtwdz09,"We are a zoom group from the small town of Waitsburg Washington, USA.  Most of our members have over 20 years of sobriety (some over 40), but we are always looking for new folks to which we can pass on some of our wisdom, and who can help us remember ""what it was like"".  Join us most nights at 8pm Pacific.","Audio,Discussion,Open,Tuesday,Video",info@waitsburgaa.com,
Worldwide Primary Purpose Group,Tuesday,10:00 pm,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Tuesday,Video,Women",wwppg@yahoo.com,
Young People’s Back to Basics,Tuesday,10:00 pm,https://nyintergroup.zoom.us/j/91637805562,"Public Email Contact, if any: sbypbb@gmail.com","Audio,Discussion,Open,Tuesday,Video,Young People",sbypbb@gmail.com,
Sober AF,Tuesday,10:30 pm,https://us02web.zoom.us/j/84752821258,No password. Waiting room enabled.,"Audio,Open,Tuesday,Video",soberaf209@gmail.com,
Sobriety at night,Tuesday,10:30 pm,https://us02web.zoom.us/j/2012281985,Open To All Sobriety At Night Meets 7 Nights At 11:30 pm Eastern Time,"Audio,Open,Tuesday,Video",sober.nights.nyc@gmail.com,
The 4th Dimension Group of Alcoholics Anonymous,Tuesday,10:30 pm,https://us05web.zoom.us/j/87059714652,Zoom Passcode is: Driars,"Audio,Big Book,Open,Speaker,Tuesday,Video",reno4thdimension@gmail.com,
Vegas Quarantined,Tuesday,10:30 pm,https://us04web.zoom.us/j/699516064,around the world,"Audio,Discussion,Open,Tuesday,Video",zoomintoaa@gmail.com,
9pm Nightly Discussion Meeting,Tuesday,11:00 pm,https://us02web.zoom.us/j/815892671266,Friday—Open Discussion,"Big Book,Deaf / Hard of Hearing,Discussion,LGBTQIAA+,Open,Tuesday,Video",nightlydiscussionaa@gmail.com,
AA After Hours,Tuesday,11:00 pm,https://us02web.zoom.us/j/2478907316,Email for a password: AHPword@gmail.com,"Open,Tuesday,Video",ahpword@gmail.com,
AA Grant Us The Serenity (GUTS) - Tuesday,Tuesday,11:00 pm,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Tuesday,Video",room@aaguts.com,2532158782
CROSS TALK GROUP,Tuesday,11:00 pm,,Passcode: 979634#,"Audio,Open,Telephone,Tuesday",peter@coolasstuff.com,"7124510235,,979634#"
Crosstalk Meeting of AA,Tuesday,11:00 pm,http://www.freeconferencecall.com/wall/bftgog1986/,Sun PM / Mon AM: Daily Reflections,"Audio,Big Book,Blind / Visually Impaired,Discussion,Open,Speaker,Telephone,Tuesday",aa.crosstalk.mtg@gmail.com,"7124510235,,,,979634#"
Lambda Dallas AA Children of the Corn Meeting,Tuesday,11:00 pm,https://zoom.us/j/827282878,https://lambdadallas.org/,"Closed,Discussion,LGBTQIAA+,Tuesday,Video",,
"No Fees, No Dues",Tuesday,11:00 pm,https://meet.jit.si/247recovery,"It is encouraged that a structured meeting begins 3 times a day, at 0700, 1500 and 2300. The meeting before the meeting and after the meeting can expand to fill the day :)","Audio,Closed,Telephone,Tuesday,Video",nofeesnodues@gmail.com,
Principles Before Pandemic (Pb4P),Tuesday,11:00 pm,https://us02web.zoom.us/j/94496270330,Email Principlesbe4pandemic@gmail.com for password.,"Audio,Closed,Discussion,Speaker,Tuesday,Video",Principlesbe4pandemic@gmail.com,
SERENITY~LIVES~MATTER,Tuesday,11:00 pm,https://us04web.zoom.us/j/79627919344,"Zoom Passcode, if any: SLM","Big Book,Discussion,Open,Tuesday,Video",SERENITYLIVESMATTER@OUTLOOK.COM,7703224343
When We Retire At Night,Tuesday,11:00 pm,https://zoom.us/j/954469573,Zoom: https://us02web.zoom.us/j/954469573,"Audio,Open,Tuesday,Video",whenweretireatnightaa@gmail.com,
11:11 Candlelight Meeting,Tuesday,11:11 pm,https://www.1111candlelight.org/,"Come join us for a relaxing end to your day at the 11:11 Candlelight Meeting.  We meet every night so come join us as we share our experience, strength & hope with one another!  All are welcome!  We open the meeting early & stay late for fellowship & laughter.","Discussion,Open,Tuesday,Video",Candlelightmeeting2020@gmail.com,
AA - Thailand Sobriety Group Online,Wednesday,12:00 am,https://us04web.zoom.us/j/984312014,Sunday: Living Sober Reading w/ Discussion,"Audio,Discussion,Open,Video,Wednesday",aabrconline@gmail.com,
AA Grant Us The Serenity (GUTS) - Tuesday,Wednesday,12:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",room@aaguts.com,2532158782
An all night place,Wednesday,12:00 am,https://us02web.zoom.us/j/2021096262,PW: Rule62,"Audio,Open,Secular,Video,Wednesday",anallnightplace@gmail.com,
"BBG Monday Open
Participation Candlelight",Wednesday,12:00 am,,only): 566938,"Audio,Open,Telephone,Video,Wednesday",thebbgaa@gmail.com,6699006833
Hawaii Online Meetings,Wednesday,12:00 am,https://zoom.us/j/5455786334?pwd=S3F6K1hyWkhsMENJWFRQNnV6eW9tZz09,"+13462487799,,5455786334# US (Houston)","Audio,Open,Telephone,Video,Wednesday",hawaiionlinemeetings@gmail.com,"13462487799,,5455786334"
LAST CALL,Wednesday,12:00 am,https://us02web.zoom.us/j/84274705712?pwd=clBzL0NVb1FySUVrSzkxcVY1RVJKdz09,This meeting occurs nightly @ 10pm PST,"Discussion,Open,Speaker,Video,Wednesday",lastcall@gmail.com,16699009128
Last stop,Wednesday,12:00 am,https://us04web.zoom.us/j/3954623725,Late night meeting for alcoholics that are up late at night. Email for password: Masterjs528@hotmail.com,"Open,Video,Wednesday",Masterjs528@hotmail.com,
Radford Zombies,Wednesday,12:00 am,https://us04web.zoom.us/j/2835953698,http://radfordonline.com,"Audio,Discussion,Open,Speaker,Video,Wednesday",radfordhall4343@gmail.com,
The Acid Test,Wednesday,12:00 am,https://zoom.us/j/537542397,"Meeting times are 12 noon, 6:00 pm and 10:00 pm MST (Phoenix AZ time). Please note that Arizona does not observe daylight savings time, so between March 14th and November 7th 2021, Arizona is on PST","Audio,LGBTQIAA+,Open,Video,Wednesday",AAAcidTest@gmail.com,16699009128
The Unshakable Foundation,Wednesday,12:00 am,https://us02web.zoom.us/j/8062584353,Open online meeting of Alcoholics Anonymous. Nightly at 10pm pacific time. One hour long topic meeting. Waiting room enabled.,"Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",theunshakablefoundation@gmail.com,3126266799
VEGAS Deliver us From Ego,Wednesday,12:00 am,https://nyintergroup.zoom.us/j/576015340,Public contact email zoomintoaa@gmail.com,"Audio,Open,Video,Wednesday",zoomintoaa@gmail.com,
Ohua Group,Wednesday,12:30 am,https://us02web.zoom.us/j/388665002,Sun = 7:30 PM (HST) - Big Book Study,"Audio,LGBTQIAA+,Open,Video,Wednesday",ohuagroup@gmail.com,6999006833
AA Daily Meditation Meeting,Wednesday,1:00 am,https://us04web.zoom.us/j/4706538587#success,"Web Site, if any: http://www.aageneva.org/","Closed,Meditation,Video,Wednesday",aadailymeditation@gmail.com,
AA Grant Us The Serenity (GUTS) - Tuesday,Wednesday,1:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",room@aaguts.com,2532158782
Eusta-Baphalus,Wednesday,1:00 am,,"The Eusta-Baphalus Group is an Open AA mtg & a SafePlace for LGBTQ+ people; we meet 3 nights weekly @11pm Pacific time, Mondays, Tuesdays and Fridays.","LGBTQIAA+,Open,Telephone,Wednesday",,"7124323900,,102392#"
Hawaii AA Ohana,Wednesday,1:00 am,https://us02web.zoom.us/j/2839146879,"Meeting Access Code, if any: 283 914 6879","Closed,Discussion,Speaker,Video,Wednesday",hawaiiaaohana@gmail.com,"8084219764,,2839146879#"
A.A. GRUPO 4 DE ABRIL,Wednesday,2:00 am,https://us02web.zoom.us/j/5553928271,SALA DE ESPERA HABITADA ..,"Audio,Big Book,Closed,Discussion,Open,Speaker,Video,Wednesday",grupocuatrodeabril@gmail.com,5107763176
AA 24 Godziny,Wednesday,2:00 am,,PW: Coffee,"Audio,Closed,Video,Wednesday",AA_24hours-owner@yahoogroups.com,
AA Grant Us The Serenity (GUTS) - Wednesday,Wednesday,2:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",room@aaguts.com,2532158782
Midnight Howlers of San Diego,Wednesday,2:00 am,https://us02web.zoom.us/j/6663059874?pwd=REFpS2dLM2tIcGtEUXpHcjFvUFRZQT09,We ask that you support & respect others in the meeting. We look forward to meeting you as we zoom the road of happy destiny! Court Verification requests can be sent to midnighthowlerssd@gmail.com,"Big Book,Discussion,Open,Video,Wednesday",midnighthowlerssd@gmail.com,
Recovery in da House,Wednesday,2:00 am,https://zoom.us/j/8784692945,"Meeting Access Code, if any: staysober","Big Book,Closed,Discussion,Video,Wednesday",recoveryindahouse@gmail.com,
Vegas PANDEMIC! at the disco,Wednesday,2:00 am,https://us04web.zoom.us/j/722570166,"rotating through daily reflections, burning desires and various meditations.","Audio,Discussion,Open,Video,Wednesday",zoomintoaa@gmail.com,
AA Grant Us The Serenity (GUTS) - Wednesday,Wednesday,3:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",room@aaguts.com,2532158782
Agneswater Bigbook Study or Topic,Wednesday,3:00 am,,"Zoom Passcode, if any: billw","Audio,Big Book,Chat,Discussion,Open,Video,Wednesday",jlynch1967@hotmail.com,
On Awakening (from the UK),Wednesday,3:00 am,https://us02web.zoom.us/j/86817851815,"Meeting Access Code, if any: awaken","Audio,Open,Telephone,Video,Wednesday",onawakening@bluestripe.net,
Shivering Denizens Daily Insomniac,Wednesday,3:00 am,https://us02web.zoom.us/j/87232950952,"Zoom Passcode, if any: 151","Audio,Open,Video,Wednesday",shivdenaa@gmail.com,
Get up shut up in silent meditation,Wednesday,4:00 am,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Video,Wednesday",gusuism@gmail.com,
GUSU 1 Get Up Shut Up,Wednesday,4:00 am,https://us02web.zoom.us/j/4248226111,"International Silent Meditation meeting of Alcoholics Anonymous open to all where we hope through readings, a twenty minute meditation and fellowship to expand our conscious contact with God, realise a greater freedom from the bondage of self and share emotional sobriety.","Open,Video,Wednesday",gusuism@gmail.com,
Southern Cross AA Group,Wednesday,4:00 am,http://www.southerncrossaa.blogspot.com,"8pm daily (Sydney, Australia, time zone) on PalTalk: select the Southern Cross AA Meeting Group Group to join.","Open,Video,Wednesday",janishirst@gmail.com,
Fourth Dimension Prayer & Meditation AA,Wednesday,4:15 am,https://us04web.zoom.us/j/89136475364,https://fourthdimensionaa.weebly.com,"Audio,Closed,Discussion,Meditation,Video,Wednesday",4thdimensionmtg@gmail.com,
@ AA Aussie Recovery,Wednesday,4:30 am,https://aaaussieaa.wixsite.com/skype,Email - brianedwardo@gmail.com,"Audio,Open,Video,Wednesday",brianedwardo@gmail.com,
"Community Online Group, Canberra Australia",Wednesday,4:45 am,https://zoom.us/j/7917524981?pwd=RDNyUFo5US8wMHY3WmFEWFgwSmQrdz09#success,Password:1212,"Audio,Big Book,Open,Telephone,Video,Wednesday",info@aacanberra.org,"61280156011,,7917524981#"
AA Cavite,Wednesday,5:00 am,https://us02web.zoom.us/j/82449267709?pwd=eWY4d0xGc001OWpKZVZBQ0JxeGVNdz09,"For our discussion topic, we read out of 𝘛𝘸𝘦𝘯𝘵𝘺-𝘍𝘰𝘶𝘳 𝘏𝘰𝘶𝘳𝘴 𝘢 𝘋𝘢𝘺 by Hazelden or conference-approved literature such as 𝘋𝘢𝘪𝘭𝘺 𝘙𝘦𝘧𝘭𝘦𝘤𝘵𝘪𝘰𝘯𝘴.  Sharing is focused on the topic; attendees are also encouraged to share about pressing matters pertaining to their recovery. Please log in to a registered Zoom account to successfully connect to our meeting.","Audio,Closed,Discussion,Video,Wednesday",cavite.aa@gmail.com,
AA-12 Step Daily Workout,Wednesday,5:00 am,https://us02web.zoom.us/j/6188402098,Eastern Standard Time,"Big Book,Closed,Video,Wednesday",AADaily12StepWorkout@gmail.com,
Crazy Monkey AA Group,Wednesday,5:00 am,https://zoom.us/j/87594927269,"Meeting Access Code, bahalana","Discussion,Open,Video,Wednesday",,
AA-Australia Unity Recovery Group,Wednesday,5:30 am,https://www.aa-oztralia.net,"9:30pm daily (Sydney, Australia, time zone) on PalTalk: to join find and select the AA-Australia Unity Recovery Group.","Audio,Open,Video,Wednesday",,
Elk Grove Fellowship - 11th Step,Wednesday,5:30 am,https://zoom.us/j/492336788,Morning Meditation meeting. No password required - waiting room enabled.,"Audio,Open,Telephone,Video,Wednesday",egfmeeting@gmail.com,"6699006833,,,,492336788"
NY / NJ Early Risers,Wednesday,5:30 am,https://us02web.zoom.us/j/385999144,Passcode: 11224,"Audio,Big Book,Discussion,Open,Video,Wednesday",nynjearlyrisers@gmail.com,
Sober Start,Wednesday,5:30 am,https://us02web.zoom.us/j/82515305518?pwd=TXYvV3pMdVhRRHlUQ3FBa2ZaN1pTZz09,"Public Email Contact, if any: soberstartsc@gmail.com","Big Book,Closed,Discussion,Open,Speaker,Video,Wednesday",soberstartsc@gmail.com,
Sunrise Serenity,Wednesday,5:30 am,https://us04web.zoom.us/j/632505540,Meeting ID: 632 505 540,"Audio,Discussion,Open,Video,Wednesday",aabillwzz@gmail.com,
Sunrise Sobriety,Wednesday,5:30 am,https://us02web.zoom.us/j/6594524780,Sat for a Big Book meeting,"Audio,Closed,Telephone,Video,Wednesday",sunrise.sobriety1@gmail.com,6468769923
Morning Meditation,Wednesday,5:45 am,https://us02web.zoom.us/j/718456934,Zoom ID:  718 456 934,"Audio,Closed,Discussion,Video,Wednesday",,
#TooEarlyForWorry,Wednesday,6:00 am,https://us02web.zoom.us/j/82407422844,"Zoom Passcode, if any: 01112020","Big Book,Discussion,Open,Video,Wednesday",tooearlyforworry@gmail.com,13126266799
Big Book Step Study Meeting (India),Wednesday,6:00 am,https://meet.google.com/wdj-ghza-yuv,Big Book Study group,"Audio,Big Book,Wednesday",bigbookstudy21@gmail.com,917875872077
Bozos on the Bus,Wednesday,6:00 am,https://us05web.zoom.us/j/9345585022?pwd=OUlWcnRGSFRTelVvdlN0ajBlWmp5Zz09,Wednesdays – Emotional Sobriety reading and discussion.,"Closed,Video,Wednesday",bozosonthebus1@gmail.com,
Columbus Serenity Web Group,Wednesday,6:00 am,http://columbusserenity.com/,Columbus Serenity Web Groups meetings are rotating format meetings using Zoom chat and phone call in. Follow the link (https://www.ColumbusSerenity.org) to find meeting joining information.,"Audio,Closed,Video,Wednesday",cgcmh1@gmail.com,
Dawn Patrol On-Line,Wednesday,6:00 am,https://us02web.zoom.us/j/85499148139,Zoom Meeting ID 854-9914-8139; Password 563826,"Audio,Open,Telephone,Video,Wednesday",Dpatrolinfo@gmail.com,13017158592
Day Opener's Online,Wednesday,6:00 am,https://us02web.zoom.us/j/86562427482,Meeting ID: 865 6242 7482,"Audio,Big Book,Discussion,Open,Speaker,Video,Wednesday",aleesali0311@gmail.com,"13017158592,,86562427482#"
Day Openers Group,Wednesday,6:00 am,https://us02web.zoom.us/j/84646826412,Passcode: stay,"Audio,Open,Video,Wednesday",dayopenersgrp@gmail.com,
Early Risers,Wednesday,6:00 am,https://zoom.us/j/954967674?pwd=Ny9KcTZDSDdLcDVabjdxWlJieTNyZz09&fbclid=IwAR0q56I27Je-BmqJb_pYv-U2Lgp8fiG280ezoc84_k98YtPZqRn3RFoz_o0,All are welcome!,"Audio,Open,Video,Wednesday",earlyrisershudson@gmail.com,
Friends In Recovery,Wednesday,6:00 am,https://us04web.zoom.us/j/9498376643,Write to FriendsInRecoverySA@gmail.com for password,"Audio,Closed,Speaker,Telephone,Video,Wednesday",FriendsInRecoverySA@gmail.com,
Good Morning QTs,Wednesday,6:00 am,https://us02web.zoom.us/j/86175981326,ZOOM PHONE INFO: 1(312)626 6799,"Audio,LGBTQIAA+,Open,Telephone,Video,Wednesday",goodmorningqts@gmail.com,"16465588656,,83946348749#"
Life on Lifes Terms (Daily ABSI) - Lititz PA,Wednesday,6:00 am,https://us02web.zoom.us/j/83161140927,"No password required, waiting room enabled and please enter with video on.","Discussion,Open,Video,Wednesday",loltlititz@gmail.com,12678310333
Michigan Dawn Patrol,Wednesday,6:00 am,https://zoom.us/j/86182108547,"Zoom Passcode, if any: 033240","Audio,Closed,Discussion,Video,Wednesday",michigandawnpatrol@gmail.com,3126266799
Mornings on McKinley Online,Wednesday,6:00 am,https://hrmsconsultingsolutions.my.webex.com/,"Passcode, if any: MOM7","Audio,Discussion,Open,Telephone,Video,Wednesday",aamckinleymornings@gmail.com,4084189388
On Awakening Group,Wednesday,6:00 am,https://us02web.zoom.us/j/81926448621,"Zoom Passcode, if any: 061520","Big Book,Discussion,Open,Speaker,Telephone,Video,Wednesday",weekdayonawakening@gmail.com,3017158592
Orchard Beach Group,Wednesday,6:00 am,https://zoom.us/my/orchard.beach?pwd=ZTNJMEp3Zlh4OXZ5bHhrR0g2RjdRZz09,Password : shells,"Audio,Big Book,Blind / Visually Impaired,Discussion,Open,Speaker,Telephone,Video,Wednesday",orchardbe@gmail.com,7813867680
Rise and Shine,Wednesday,6:00 am,https://zoom.us/j/781539323,Daily Reflections Meeting No password required - waiting room enabled.,"Audio,Discussion,Open,Video,Wednesday",pathfinders.recovery@gmail.com,3462487799
Shantytown Underground,Wednesday,6:00 am,https://us04web.zoom.us/j/6519854995,"Zoom Passcode, if any: shantytown","Audio,Big Book,Closed,Discussion,Speaker,Video,Wednesday",shantytownunderground@gmail.com,
Solon Log Cabin Annex,Wednesday,6:00 am,http://zoom.us/j/614403779,Sat-Sun: 453 146 323         http://zoom.us/j/453146323,"Audio,Closed,Discussion,Video,Wednesday",SolonlogcabinAnnex@gmail.com,
Solution Seekers Daily Online Meeting,Wednesday,6:00 am,https://us02web.zoom.us/w/9082684250,"Meeting Access Code, if any: 9082684250 PW sobriety","Audio,Open,Video,Wednesday",bikerat70@gmail.com,
SPB Sunrise,Wednesday,6:00 am,https://us02web.zoom.us/j/82578276459,"No Password required, waiting room enabled.","Audio,Discussion,Open,Telephone,Video,Wednesday",aa.sunrise@outlook.com,"13017158592,,,,82578276459#"
Sunrise Group,Wednesday,6:00 am,https://zoom.us/j/189313345,"Zoom Passcode, if any: 254510","Big Book,Closed,Discussion,Speaker,Video,Wednesday",srqsunrisegroup@gmail.com,
Sunshine at 7am,Wednesday,6:00 am,https://us02web.zoom.us/j/5093718130?pwd=LzZrRjRwUFJhaWpxLzFSZFpFNld5QT09,Meeting Access Code: Zoom: 509 371 8130 (Pin 442),"Audio,Closed,Discussion,Telephone,Video,Wednesday",support@sunshine7am.com,"3126266799,,509 371 8130"
Swenglish Lunch Meeting,Wednesday,6:00 am,https://zoom.us/j/4554487458,Web Site:  https://zoom.us/j/4554487458,"Swedish,Wednesday",,
The Early Cup of Sobriety,Wednesday,6:00 am,https://zoom.us/j/8826558373,"Public Email Contact, if any: info@tecos.group","Audio,Big Book,Closed,Discussion,Speaker,Telephone,Video,Wednesday",info@tecos.group,"9292056099,,,8826558373#"
Turning Point,Wednesday,6:00 am,https://us02web.zoom.us/j/5872468928,Password: AAToday,"Discussion,Open,Video,Wednesday",mwboston@gmail.com,"6178172015,,AAToday#"
Virtual Sunlight of the Spirit Group,Wednesday,6:00 am,https://us05web.zoom.us/j/86797480648?pwd=ZkswZWFuNDZERkloN1BhUXJlNnc2dz09,"Meeting Access Code, if any: rule62","Closed,Discussion,Video,Wednesday",virtualsunlightofspiritgroup@gmail.com,
Wake Up Call,Wednesday,6:00 am,https://us02web.zoom.us/j/8654737824?pwd=c3luWDJ3MnNiMlZYWTJqUTc0QzhsUT09,"We are the Wake Up Call Group of Alcoholics Anonymous. We adhere to the AA Traditions to the best of our ability. Our group has but one primary purpose-to carry its message to the alcoholic who still suffers. We do not endorse, finance, or lend the A.A. name to any related facility or outside enterprise, lest problems of money, property, and prestige divert us from our primary purpose.","Discussion,Open,Video,Wednesday",wakeupcall413@gmail.com,13017158592
Wake Up Call Daily Reflections,Wednesday,6:00 am,https://us02web.zoom.us/j/8654737824?pwd=c3luWDJ3MnNiMlZYWTJqUTc0QzhsUT09,"Public Email Contact, if any: wakeupcall413@gmail.com","Audio,Discussion,Open,Telephone,Video,Wednesday",wakeupcall413@gmail.com,"6465588656,,033259#"
WGAT Virtual - Discussion,Wednesday,6:00 am,https://zoom.us/j/886756436,www.wgatvirtual.com,"Audio,Discussion,Open,Video,Wednesday",info@wgatvirtual.com,
Women's Sober Living,Wednesday,6:00 am,,Email Contact: womensoberlivingus@gmail.com,"Audio,Closed,Discussion,Telephone,Wednesday,Women",womensoberlivingus@gmail.com,2029261201
Women's Sober LIving,Wednesday,6:00 am,,This meeting doesn’t accept anonymous phone calls.,"Closed,Telephone,Wednesday,Women",wsl7am@gmail.com,"2029261201,,,,192390#"
Happy Destiny Daily Women's,Wednesday,6:05 am,https://us02web.zoom.us/j/223188471?pwd=SUU1a0pjOE8rZTIxUXQzSm43Z1oxZz09,except every 2nd and 4th Sunday is a speaker meeting!,"Closed,Video,Wednesday",Happydestinygroup33@gmail.com,5864385747
Expect A Miracle 7:15AM,Wednesday,6:15 am,https://us02web.zoom.us/j/86553411620?pwd=WVpQeWkvWW1rZEM1cFVWR05jNGZIdz09,Web Site: https://www.eamlansdale.org/,"Audio,Open,Telephone,Video,Wednesday",eam715am@gmail.com,13126266799
Suffered Enough,Wednesday,6:15 am,https://www.uberconference.com/sufferedenough,Meetings available every day 7 days a week! Monday – As Bill Sees It; Tuesday – Daily Reflections; Wednesday – Open Topic; Thursday – Big Book; Friday – 12 and 12 (except for the fourth Friday of the month which we’ll read the Tradition of the month from the 12 and 12); Saturday – Open Topic (except for the fourth Saturday of the month which will be a speaker meeting) and Sunday – Living Sober/Came to Believe Morning meetings are literature meetings and afternoon is open topic every day!,"Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",sufferedenoughhomegroup@gmail.com,18042037970
AA Meeting Online,Wednesday,6:30 am,http://www.aameetingonline.com,Dial: 1-224-501-3412 and when prompted to enter Meeting Id# 445-854-373,"Audio,Closed,Telephone,Video,Wednesday",bill@aameetingonline.com,"12245013412,,445-854-373"
CT. Shoreline Online Group,Wednesday,6:30 am,https://zoom.us/j/916352344,"Zoom Passcode, if any: 155718","Audio,Open,Video,Wednesday",CTSHORELINEONLINE@yahoo.com,
Each Day a New Beginning Virtual,Wednesday,6:30 am,https://zoom.us/j/93329657728,Email ednbzoom@gmail.com for the passcode.,"Discussion,Video,Wednesday",ednbzoom@gmail.com,
Interstate Trudgers,Wednesday,6:30 am,https://us02web.zoom.us/j/958373029?pwd=b3l5SUJHWHl0dk9KTGIrNTFwUEJWdz09,"Zoom Passcode, if any: eyeopener","Audio,Big Book,Closed,Discussion,Video,Wednesday,Young People",interstatetrudgers@gmail.com,
Princeton Recovery Circle,Wednesday,6:30 am,https://meeting.princetonrecoverycircle.org,https://www.princetonrecoverycircle.org,"Closed,Discussion,Video,Wednesday",,
Quarantined and Sober 7:30am,Wednesday,6:30 am,https://atlantaaa.org/meetings/quarantined-and-sober-virtual/,"Public Email Contact, if any: quarantinedandsober@gmail.com","Audio,Big Book,Discussion,Open,Video,Wednesday",quarantinedandsober@gmail.com,
Serenity of The Woodlands Online,Wednesday,6:30 am,https://zoom.us/j/6190807244?pwd=WEp5dmx6VDJ2STdkNHh5L1NoZXIyQT09#success,Waiting room enabled at the discretion of the meeting chair.,"Audio,Big Book,Discussion,Open,Telephone,Video,Wednesday",info@serenity-woodlands.org,"3462487799,,,,6190807244#"
Zionsville Dry Eagles,Wednesday,6:30 am,,Password: Sat900,"Audio,Closed,Video,Wednesday",,
@Solution 62,Wednesday,7:00 am,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video,Wednesday",aasolution62@gmail.com,
@Solution 62,Wednesday,7:00 am,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video,Wednesday",aasolution62@gmail.com,
1st Things 1st,Wednesday,7:00 am,https://zoom.us/s/85353530603,"For meeting password, please email aabossiercity@gmail.com","Audio,Closed,Discussion,Video,Wednesday",aabossiercity@gmail.com,
AA Friends & Family,Wednesday,7:00 am,https://us02web.zoom.us/j/5082441937,Saturday: 8am Eastern -- Open Discussion; 7pm Eastern -- Speaker,"Audio,Open,Telephone,Video,Wednesday",aafriendsandfamily01@gmail.com,"13462487799,,5082441937#"
